year,name,num
1977,Johnny,1
1981,Johnny,1
1983,Johnny,17
1985,Johnny,5
1986,Johnny,1
1991,Johnny,2
1994,Johnny,5
1996,Johnny,1
2001,Johnny,1
2002,Johnny,1
2003,Johnny,2
2008,Johnny,1
2009,Johnny,1
2012,Johnny,1
2013,Johnny,3
2015,Johnny,2
2018,Johnny,1
2012,Johnny Lee,2
1985,Johnson,1
1999,Johnson,1
2002,Johnson,3
2013,Johnson,2
2001,Jon,1
2004,Jon,6
2006,Jon,1
1964,Jordan,1
1977,Jordan,1
1985,Jordan,1
1998,Jordan,1
2006,Jordan,2
2009,Jordan,4
2012,Jordan,1
2014,Jordan,2
2015,Jordan,3
2006,Jose,1
2014,Jose,1
2017,Jose,1
1980,Joseph,1
1987,Joseph,3
2010,Joseph,1
2017,Joseph,1
1986,Josie,1
1984,Juan,1
1989,Juan,1
1993,Juan,1
1996,Juan,1
2000,Juan,1
2011,Juan,2
2018,Juan,1
2011,Judah,2
2016,Judah,1
2003,Jude,1
1963,Judy,20
1967,Judy,4
1985,Judy,1
2012,Judy,1
1958,Julie,2
1964,Julie,6
2017,Julie,1
1958,Juliet,2
1960,Juliet,1
1976,Juliet,3
1987,Juliet,1
1999,Juliet,2
2014,Juliet,1
2013,Julio,1
2012,Julius,1
1959,June,1
1965,June,1
1966,June,1
1967,June,1
1973,June,3
1974,June,1
1982,June,1
1984,June,1
1986,June,2
1987,June,2
1992,June,2
2010,June,1
2011,June,3
2016,June,1
2017,June,2
2018,June,2
2019,June,1
1980,Junior,1
2008,Junior,1
2003,Justin,1
2006,Justin,1
2012,Justin,2
2014,Justin,1
1965,Justine,20
1995,Kane,1
2000,Kane,1
2003,Kane,1
2010,Kane,5
2017,Kane,1
2009,Kareem,1
1999,Karen,1
1970,Karin,1
1988,Karl,1
2000,Karl,1
2017,Karl,1
2011,Karma,1
2016,Karma,1
2017,Karma,1
1960,Kate,5
2003,Kate,1
2012,Kate,1
2015,Kate,1
1967,Katherine,1
1995,Kathy,1
2011,Katia,1
2006,Katie,1
2007,Katie,2
2017,Katie,1
2007,Katrina,1
2014,Katrina,1
2017,Katrina,1
1978,Katy,1
2014,Katy,2
2017,Katy,2
1987,Kay,1
2013,Kayleigh,1
2003,Keisha,1
2007,Keisha,1
2012,Keisha,1
1995,Keith,1
1998,Keith,1
1968,Kelly,1
1976,Kelly,1
2001,Kelly,17
2003,Kelly,3
2006,Kelly,2
2011,Ken,1
2013,Ken,1
2016,Ken,3
2018,Ken,1
2018,Kendall,1
2012,Kendrick,3
2013,Kendrick,2
2018,Kendrick,3
2015,Kennedy,1
2016,Kennedy,1
1994,Kenny,1
2018,Kenny,2
1978,Kent,1
2009,Keri,7
2010,Keri,2
2018,Kerry,1
2004,Kevin,1
2011,Kevin,1
2013,Kevin,1
2016,Kevin,1
2018,Kevin,6
2015,Khalil,1
2014,Khloe,1
2017,Khloe,1
1988,Kim,1
1992,Kim,1
1994,Kim,1
1999,Kim,1
2000,Kim,3
2007,Kim,2
2009,Kim,1
2012,Kim,1
2014,Kim,1
2015,Kim,1
2017,Kim,1
2005,Kimora,1
2004,King,1
2017,King,1
1968,Kingston,1
2004,Kirby,1
1999,Kirk,2
2001,Kirk,1
2001,Kisha,1
2014,Kitty,43
2015,Kitty,1
2017,Kitty,1
2004,Kobe,4
2012,Kobe,2
2015,Kobe,1
2017,Kobe,4
2013,Kourtney,1
2014,Kourtney,1
1992,Kris,11
2011,Kris,1
2010,Kurt,2
2018,Kurt,1
1982,Kurtis,1
1998,Kurtis,1
2002,Kylie,1
2016,Kylie,3
2017,Kylie,1
2018,Kylie,1
2015,Lamar,1
2017,Lamar,1
1997,Lana,1
2013,Lance,1
2017,Lani,1
1961,Larry,2
1999,Larry,1
2003,Larry,1
2009,Larry,1
2015,Larry,1
2005,Laura,1
1992,Laurel,1
2018,Laurie,1
2017,Lauryn,1
1989,Lawrence,2
2005,Lawrence,1
2011,Lawrence,1
2019,Lawrence,1
2004,Lea,1
1967,Lee,7
1978,Lee,1
1993,Lee,1
1999,Lee,2
2004,Lee,1
2013,Lee,2
2008,Leif,1
1971,Lennon,1
2011,Lennon,1
2017,Lennon,1
2017,Lenny,1
1980,Leo,1
1997,Leo,1
2009,Leo,1
2017,Leo,1
2017,Leonardo,4
1978,Leone,1
1967,Leroy,2
1977,Leroy,1
2004,Leroy,3
2006,Leroy,1
1980,Leslie,1
1979,Levi,1
2017,Levi,1
1995,Lexus,1
2003,Lexus,1
2010,Lexus,1
2016,Lexus,3
2017,Lexus,5
2018,Lexus,1
2006,Liberty,1
1967,Lily,17
1979,Lily,1
2003,Lina,1
1969,Lincoln,2
1972,Lincoln,1
1979,Lincoln,1
1998,Lincoln,1
2011,Lincoln,1
1975,Linda,5
2009,Lindsay,1
1975,Lisa,4
1995,Lisa,3
2008,Lisa,5
2013,Lisa,1
1979,Liz,1
2010,Lois,1
2011,Lois,2
2013,Lois,1
2017,Lola,1
1966,London,1
1968,London,3
1978,London,7
1981,London,2
1989,London,4
1990,London,1
2004,London,1
2005,London,1
2010,London,8
2011,London,7
2016,London,1
2017,London,4
2018,London,8
2019,London,3
1976,Lorelei,10
2014,Lorenzo,1
2011,Loretta,2
1995,Lorraine,1
1959,Lou,1
1961,Lou,1
1967,Lou,1
1993,Lou,1
1995,Lou,2
2004,Lou,1
1963,Louie,16
1966,Louie,4
1997,Louie,4
2002,Louie,1
2003,Louie,1
2009,Louie,2
2010,Louie,3
2012,Louie,4
2015,Louie,1
2018,Louie,1
1962,Louis,3
1965,Louis,2
1966,Louis,1
1972,Louis,1
1982,Louis,2
1996,Louis,1
2002,Louis,1
2004,Louis,1
2005,Louis,4
2007,Louis,4
2010,Louis,6
2011,Louis,22
2016,Louis,8
2017,Louis,6
2018,Louis,21
2019,Louis,8
1976,Louise,1
1992,Louise,1
1959,Lourdes,2
2017,Lucian,2
1960,Lucille,6
1969,Lucille,1
1973,Lucille,4
1964,Lucinda,2
2006,Lucinda,1
1959,Lucy,1
1960,Lucy,1
1967,Lucy,1
1970,Lucy,1
1974,Lucy,24
2012,Luis,1
1959,Luke,1
1969,Luke,2
1993,Luke,1
1995,Luke,1
1998,Luke,2
2012,Luke,1
1963,Lupe,3
1995,Lupe,2
1987,Luther,1
1995,Luther,1
1992,Mac,21
1995,Mac,1
1997,Mac,1
1998,Mac,1
2006,Mac,2
2007,Mac,4
2011,Mac,2
2014,Mac,1
2016,Mac,1
2017,Mac,3
1995,Mack,3
1997,Mack,2
2002,Mack,3
2003,Mack,1
2008,Mack,1
2009,Mack,4
2012,Mack,1
1969,Mackenzie,1
2001,Macy,1
2009,Macy,1
2018,Madison,4
1968,Madonna,1
2015,Madonna,1
2008,Mae-Mae,1
1965,Maggie,2
2004,Magnolia,1
2017,Magnolia,1
2017,Malaysia,1
1986,Malcolm,1
1989,Malcolm,1
2002,Malcolm,1
2012,Malcolm,1
2016,Malcom,1
1997,Malik,1
1978,Mandy,1
1988,Mandy,1
1998,Manuel,1
2007,Marc,1
2011,Marc,3
1992,Marcia,1
2015,Marcia,1
2008,Marco,49
1995,Marcus,1
2017,Marcus,2
2000,Marcy,1
1967,Margaret,1
2011,Margarita,1
2015,Mari,1
2017,Mari,1
1959,Maria,8
1960,Maria,13
1996,Maria,15
1999,Maria,5
2011,Maria,1
1986,Maria Marilyn,1
1997,Mariah,4
2008,Mariah,1
2009,Mariah,1
2014,Mariah,2
1971,Marianne,11
2005,Marianne,1
1964,Marie,6
1970,Marie,7
1975,Marie,1
1995,Marie,1
1989,Marilyn,1
1996,Marilyn,1
1998,Marilyn,1
1999,Marilyn,2
2000,Marilyn,1
2002,Marilyn,2
2005,Marilyn,1
2011,Marilyn,1
2018,Marilyn,3
1973,Mario,1
1992,Mario,1
1998,Mario,1
2002,Mario,2
2009,Mario,1
2018,Mario,3
1994,Mark,1
1995,Mark,3
2000,Mark,1
2010,Mark,1
2018,Mark,1
1969,Marlene,1
1980,Marley,1
1990,Marlon,1
2002,Marshall,1
2003,Marshall,2
2009,Marshall,2
2010,Marshall,3
2011,Marshall,1
2013,Marshall,3
2018,Marshall,5
1996,Marta,1
2016,Marta,1
1986,Martha,1
1993,Martin,3
2001,Martin,1
2006,Martin,1
2009,Martin,2
2012,Martin,1
2013,Martin,3
2018,Martin,3
2009,Martin Luther,2
2014,Martin Luther,6
1971,Marty,1
2017,Marty,2
2011,Marvel,1
1968,Marvin,1
1974,Marvin,1
1990,Marvin,1
1993,Marvin,2
2002,Marvin,1
2003,Marvin,6
2004,Marvin,2
2005,Marvin,3
2016,Marvin,1
2018,Marvin,2
1959,Mary,6
1960,Mary,14
1962,Mary,23
1965,Mary,7
1966,Mary,11
1967,Mary,5
1968,Mary,7
1971,Mary,2
1972,Mary,4
1979,Mary,4
1996,Mary,2
1999,Mary,35
2002,Mary,5
2005,Mary,5
2010,Mary,5
2011,Mary,1
2014,Mary,2
2016,Mary,8
2017,Mary,4
2018,Mary,3
2019,Mary,1
2007,Mary Anne,1
1971,Mary Jane,1
1978,Mary Jane,8
2000,Mary Jane,1
2003,Mary Jane,2
2011,Mary Jane,2
2012,Mary Jane,2
2018,Mary Jane,3
2008,Mary Jo,1
2012,Mary Kay,3
2005,Mary-Kate,2
2006,Mary-Kate,1
2011,Mason,1
1985,Matt,1
1959,Matthew,1
1999,Matthew,1
2018,Maverick,1
2019,Maverick,1
2012,Max,1
2013,Max,1
2018,Max,3
1958,May,1
1963,May,1
1964,May,7
1965,May,2
1966,May,1
1973,May,1
1984,May,1
2006,May,2
2014,May,1
2015,May,2
2007,Meagan,1
2015,Meagan,2
2008,Megan,1
2009,Megan,1
2015,Megan,1
1966,Melinda,1
1975,Melissa,1
1976,Melvin,1
2002,Melvin,1
1981,Mercedes,1
1990,Mercedes,2
1996,Mercedes,1
1998,Mercedes,1
2004,Mercedes,1
2005,Mercedes,1
2010,Mercedes,2
2011,Mercedes,1
2013,Mercedes,1
2016,Mercedes,8
2018,Mercedes,9
2019,Mercedes,1
2011,Merry,1
2018,Merry,1
1992,Michael,1
1994,Michael,1
1999,Michael,1
2008,Michael,2
2009,Michael,3
2012,Michael,3
2014,Michael,5
2015,Michael,6
2017,Michael,13
2003,Micheal,2
1969,Michel,1
1984,Michelle,12
1996,Michelle,1
1963,Mickey,6
1966,Mickey,1
1983,Mickey,2
1996,Mickey,1
2001,Mickey,1
2002,Mickey,1
2015,Mickey,1
2018,Mickey,2
2012,Miguel,1
1984,Mike,1
1989,Mike,1
1991,Mike,1
1992,Mike,1
1999,Mike,1
2002,Mike,1
2004,Mike,2
2005,Mike,8
2010,Mike,1
2011,Mike,4
2016,Mike,2
2018,Mike,16
2019,Mike,2
2002,Milan,1
2003,Milan,1
2012,Milan,1
2002,Miles,1
2015,Miles,1
2014,Miley,2
1977,Miller,1
2005,Miller,2
2011,Miller,1
2018,Milo,3
2014,Mina,3
1962,Minnie,1
1969,Minnie,5
2017,Missy,1
1973,Misty,1
2014,Mitch,1
2013,Mitchell,1
2013,Mohammed,1
2012,Molly,1
2013,Molly,8
2014,Molly,1
2015,Molly,1
1962,Mona,1
2017,Mona,1
1978,Mona Lisa,1
2010,Mona Lisa,3
2011,Mona Lisa,2
2012,Mona Lisa,1
2018,Mona Lisa,13
2010,Monica,1
2013,Monica,1
2016,Monique,2
1972,Monroe,1
1988,Monroe,1
1974,Montana,1
2002,Montana,1
2013,Montana,3
2018,Montana,4
2019,Montana,1
1969,Monte,1
1977,Monte,1
1980,Monte,1
2001,Monte,1
2009,Monte,1
2013,Monte,1
2018,Monte,1
2015,Monty,2
1999,Morgan,1
1978,Moses,1
2005,Moses,2
1986,Muhammad,1
1993,Muhammad,5
2013,Muhammad,3
2018,Muhammad,1
2003,Muriel,1
2001,Murray,1
2017,Myrtle,1
1977,Nancy,2
2011,Nancy,1
2018,Nancy,2
1995,Naomi,1
1965,Napoleon,1
1974,Napoleon,3
2010,Napoleon,1
1971,Nathan,6
2002,Nathan,1
2005,Nathan,1
2014,Nathan,2
2003,Nathaniel,1
1974,Neil,2
2000,Nelly,1
2001,Nelly,5
2002,Nelly,4
2003,Nelly,2
1993,Newton,1
2012,Nia,1
2004,Nick,1
2006,Nick,1
2011,Nick,1
2018,Nick,4
2012,Nicki,8
2013,Nicki,3
2015,Nicki,2
2018,Nicki,25
2018,Nicky,3
2016,Nico,1
1995,Nicole,1
1998,Nicole,1
1981,Nikki,1
2015,Niko,1
2006,Nina,1
2012,Nina,2
2013,Nina,4
2018,Nina,3
1970,Noah,1
2001,Noah,1
2010,Noah,1
2013,Noel,1
1987,Norma,3
1962,Norman,1
1972,Nova,1
1994,Nova,1
2005,Nova,3
2011,Nova,1
2018,Nova,1
2007,Oakley,1
2018,Odell,1
2007,Oliver,1
2012,Oliver,1
2015,Oliver,1
2018,Ollie,1
2001,Omar,1
2017,Omar,1
2016,Ophelia,8
1996,Orlando,3
2018,Oscar,2
1969,Otis,2
1978,Otis,1
1990,Otis,1
1993,Owen,1
2006,Pablo,1
2013,Pablo,1
2014,Pablo,1
2005,Pam,1
2010,Pam,1
2016,Pam,1
2017,Pam,1
1990,Pamela,1
2010,Pamela,1
1958,Paris,1
1964,Paris,4
1965,Paris,1
1966,Paris,1
1975,Paris,1
1976,Paris,3
1978,Paris,1
1986,Paris,1
1995,Paris,2
2003,Paris,3
2005,Paris,2
2008,Paris,3
2010,Paris,8
2011,Paris,2
2012,Paris,7
2013,Paris,2
2018,Paris,3
2019,Paris,1
2011,Pat,1
2018,Pat,3
2012,Pat Ron,1
2013,Patricia,1
2018,Patrick,1
2009,Patsy,1
1981,Patti,2
1987,Patty,1
2017,Patty,1
1970,Paul,1
1971,Paul,1
1974,Paul,1
1998,Paul,1
1999,Paul,2
2007,Paul,3
2009,Paul,8
2010,Paul,2
2011,Paul,1
2012,Paul,1
2013,Paul,1
2018,Paul,5
2007,Paula,1
2017,Paula,1
1960,Pedro,1
1987,Pedro,3
2017,Pedro,1
1958,Peggy Sue,2
1984,Peggy Sue,1
2011,Peggy Sue,1
2019,Penelope,1
1967,Penny,6
1984,Penny,9
2011,Penny,1
2018,Penny,9
1959,Percy,1
2016,Percy,1
2017,Percy,1
2018,Perla,1
1996,Perry,1
2014,Perry,1
1963,Pete,5
1992,Pete,1
1995,Pete,2
2008,Pete,1
2010,Pete,2
1967,Peter,5
1969,Peter,1
1982,Peter,2
1989,Peter,1
1993,Peter,3
1995,Peter,1
1998,Peter,1
2006,Peter,2
2007,Peter,2
2008,Peter,2
2009,Peter,11
2011,Peter,3
2016,Peter,10
2018,Peter,3
2019,Peter,2
2016,Petey Pablo,1
1965,Peyton,5
1968,Peyton,1
2005,Peyton,1
1993,Phil,1
2018,Phil,5
1997,Phillip,1
1961,Phoenix,1
1967,Phoenix,1
1969,Phoenix,1
1996,Phoenix,3
2013,Phyllis,1
1964,Pierre,3
2017,Pierre,3
1962,Prince,1
1993,Prince,1
1996,Prince,1
2006,Prince,1
2007,Prince,3
2014,Prince,2
2017,Prince,2
2019,Prince,1
1992,Queen,1
2017,Queen,1
2018,Queen,1
1977,Quentin,1
2015,Quentin,1
2018,Quentin,1
1994,Quincy,1
2018,Quincy,1
2016,Quinten,1
1994,Rachel,8
2010,Rachel,1
1992,Rachelle,1
2008,Rae-Rae,1
1964,Raleigh,1
1974,Raleigh,1
2011,Raleigh,4
2013,Raleigh,2
1995,Ralph,1
2010,Ralph,1
2011,Ralph,2
2017,Randy,1
2011,Raven,1
1992,Ray,1
2007,Ray,1
2014,Ray,1
2016,Ray,5
2017,Ray,1
2019,Ray,3
2007,Reagan,1
1981,Rebecca,1
2003,Rebecca,2
2011,Rebecca,1
1988,Reggie,1
2009,Reggie,1
2012,Reggie,1
2014,Reggie,1
2015,Reggie,1
2017,Reggie,1
1999,Regina,4
2013,Regina,1
2003,Regis,1
1996,Remy,1
2003,Remy,1
2009,Remy,4
2015,Remy,5
1966,Renee,4
1968,Renee,4
2002,Renee,1
1980,Retha,1
2018,Rey,1
1965,Rhonda,51
1997,Rhonda,1
2002,Rhonda,1
1964,Richard,1
1975,Richard,1
1989,Richard,2
1999,Richard,1
2011,Richard,1
2012,Richard,2
2018,Richard,9
2019,Richard,5
1981,Rick,1
1984,Rick,1
1990,Rick,1
1993,Rick,1
2002,Rick,2
2003,Rick,1
2004,Rick,1
2010,Rick,1
2011,Rick,1
2018,Rick,9
1983,Ricky,14
1990,Ricky,1
2008,Ricky,1
2013,Ricky,2
2015,Ricky,1
2018,Ricky,5
1978,Rico,2
1994,Rico,1
1999,Rico,1
2012,Rico,1
2017,Rico,2
1991,Rita,2
1999,Rita,4
1990,Rob,1
1991,Rob,1
1998,Rob,1
2000,Rob,1
1982,Robbie,1
1991,Robbie Rob,1
2008,Robbin,1
1971,Robert,1
1975,Robert,1
2017,Robert,1
1974,Robin,1
2004,Robin,1
2007,Robin,2
2010,Robin,1
2016,Robin,7
2018,Robin,2
2018,Robyn,1
2013,Rocco,1
1973,Rocky,3
2018,Rocky,2
1961,Rod,1
2018,Rod,1
1979,Rodney,1
1983,Rodney,4
1997,Rodney,1
2008,Rodney,2
2013,Rodney,1
2000,Roger,1
2013,Roger,1
1978,Rogers,1
2008,Roman,3
2012,Roman,2
1959,Romeo,1
1962,Romeo,1
1970,Romeo,4
1977,Romeo,8
1979,Romeo,1
1984,Romeo,3
1987,Romeo,2
1990,Romeo,1
1993,Romeo,21
2001,Romeo,1
2006,Romeo,1
2017,Romeo,4
1976,Ron,1
2009,Ron,1
2017,Ron,1
1979,Rona,1
2005,Ronald,1
1974,Ronnie,5
1983,Ronnie,2
1988,Ronnie,1
2000,Ronnie,1
2002,Ronnie,1
2017,Ronnie,1
2002,Ronny,1
2018,Ronny,3
1969,Roosevelt,4
2007,Roosevelt,1
1959,Rosa,4
1989,Rosa,3
2006,Rosa,2
1982,Rosanna,5
2010,Rosanne,1
1998,Roscoe,1
2003,Roscoe,1
2010,Roscoe,6
1970,Rose,2
1986,Rose,4
2008,Rose,1
2009,Rose,2
2018,Roseanne,1
2013,Rosemary,3
1961,Rosie,1
1962,Rosie,1
1970,Rosie,5
1962,Rosita,2
1988,Ross,2
2006,Ross,2
2016,Ross,1
2017,Ross,1
2012,Roxanne,24
1963,Roy,2
1970,Roy,1
1975,Roy,2
1989,Roy,1
2016,Roy,1
1972,Royce,1
1998,Royce,1
2010,Royce,1
2012,Royce,1
2013,Royce,4
2018,Royce,11
2019,Royce,4
2010,Ruben,1
2018,Ruben,1
1975,Rubin,8
1960,Ruby,5
1982,Rudolph,3
2011,Rudolph,1
2017,Rudolph,1
2018,Rudolph,8
1975,Rudy,1
2013,Rudy,1
2017,Russ,2
2001,Russel,1
1984,Russell,1
1995,Russell,1
2004,Russell,1
2005,Russell,1
2006,Russell,1
2004,Rusty,1
1961,Ruth,1
1964,Ruth,1
1979,Ruth,1
2017,Ruth,1
1992,Sabrina,1
1998,Sade,1
2003,Sade,1
2005,Sade,1
2010,Sade,1
2013,Sade,3
1969,Sadie,1
1975,Sadie,12
1978,Sadie,1
2017,Sage,1
1962,Sally,1
1966,Sally,17
1972,Sally,1
1976,Sally,18
1989,Sally,1
1994,Sally,1
1996,Sally,4
2012,Sally,3
2014,Sally,1
2000,Salma,1
1960,Sam,6
1963,Sam,1
1965,Sam,5
1966,Sam,1
1973,Sam,4
1992,Sam,1
1994,Sam,1
2006,Sam,2
2015,Sam,1
2017,Sam,2
1988,Samantha,1
1993,Samantha,1
2008,Samantha,1
1960,Sammy,1
1968,Sammy,3
1973,Sammy,2
1974,Sammy,1
2003,Sammy,1
1958,Samson,1
1960,Samson,9
1978,Samson,1
2011,Samuel,1
1999,Sandra,4
2017,Sandra,1
1996,Sandy,1
2009,Santana,1
2017,Santana,1
1976,Sara,6
1985,Sara,17
2003,Sara,1
2005,Sara Beth,5
1961,Sarah,4
2009,Sarah,3
2001,Savannah,1
2002,Savannah,1
1983,Scarlet,5
2018,Scarlett,1
1988,Scott,1
2006,Scott,1
2008,Scott,1
2017,Scottie,1
1970,Scotty,4
1996,Scotty,3
2010,Scotty,2
2017,Scotty,2
1999,Sean,1
2003,Sean,1
2010,Sean,4
2011,Sean,2
2013,Sean,1
2018,Sean,3
2015,Sean Don,2
2011,Sean John,1
2004,Sean Paul,1
2006,Sean Paul,1
2009,Sean Paul,1
2016,Sean Paul,1
2016,Selena,3
2017,Selena,1
2018,Selena,1
2017,Selma,1
2008,Serena,1
2009,Serena,4
2013,Serena,3
2015,Serena,1
2013,Serenity,1
1973,Seth,1
2018,Seth,1
2009,Shakira,1
2016,Shakira,1
1987,Shanice,1
2008,Shaniqua,1
1976,Shannon,1
1994,Shaquille,1
2001,Shaquille,1
2018,Shaquille,1
1997,Shawn,1
2000,Shawn,1
2003,Shawn,1
2010,Shawn,1
2018,Shawn,1
1990,Shay,2
2010,Shay,2
2018,Shelby,2
1999,Shelly,2
1963,Sherman,1
2013,Sherman,1
1962,Sherry,13
1974,Shirley,1
1975,Shirley,1
2001,Shonda,1
1972,Sidney,1
1988,Sidney,1
2010,Sidney,1
1976,Simon,2
1999,Simon,3
2005,Simon,1
2015,Simon,1
2003,Sky,1
2018,Sky,2
1991,Solomon,3
2010,Sonia,1
1970,Sonny,3
1978,Sonny,1
1990,Sonny,4
1998,Sonny,1
2009,Sonny,1
1992,Stacy,1
2004,Stacy,1
2005,Stacy,2
2010,Stacy,1
2016,Stacy,1
2018,Stacy,1
1975,Stan,2
2000,Stan,5
2010,Stan,1
2013,Stan,1
2018,Stan,3
2011,Stanley,1
2016,Stanley,1
1977,Star,1
1986,Stella,2
2002,Stella,1
1996,Stephanie,1
2017,Stephen,1
1993,Steve,2
1995,Steve,2
1998,Steve,1
1999,Steve,1
2002,Steve,10
2004,Steve,1
2010,Steve,2
2011,Steve,2
2016,Steve,5
2018,Steve,2
1992,Steven,1
2018,Steven,1
1967,Stevie,2
2001,Stevie,1
2017,Stevie,3
1959,Sue,6
1961,Sue,6
1962,Sue,7
1963,Sue,9
1969,Sue,9
1977,Sue,3
2018,Sue,2
1973,Sugar Magnolia,1
1982,Summer,4
2006,Summer,1
2016,Summer,1
1964,Sunny,7
1997,Sunny,7
2013,Sunny,1
1961,Sunshine,1
1967,Susan,4
1969,Susan,2
1988,Susan,1
1994,Susan,1
1961,Susie,1
1962,Susie,2
1967,Susie,1
1968,Susie,17
1973,Susie,2
1978,Susie,1
1986,Suzanne,4
2018,Suzanne,2
2016,Sydney,1
1995,Tamara,1
1996,Tameka,1
1994,Tamika,1
1996,Tamika,1
1993,Tammy,1
1998,Tammy,2
2017,Tammy,1
2015,Tanisha,1
1996,Tanya,1
2004,Tanya,1
1994,Tasha,1
1998,Tatyana,2
2017,Taylor,2
1990,Ted,1
1988,Teddi Jo,1
1960,Teddy,4
1968,Teddy,1
1974,Teddy,1
1976,Teddy,7
2004,Teddy,1
2007,Teddy,1
2016,Teddy,1
1979,Terry,1
1992,Terry,1
2017,Theo,1
1995,Theodore,1
2011,Theresa,1
1977,Thomas,1
2006,Thomas,1
2013,Thomas,2
2014,Thomas,2
2012,Tia,1
1995,Tiffany,3
2011,Tiffany,1
2018,Tiffany,2
2019,Tiffany,1
1967,Tim,4
1998,Tim,1
2003,Tim,1
2005,Tim,2
2010,Tim,1
1961,Timmy,1
2001,Timmy,1
2018,Timmy,1
1999,Tina,3
2014,Tina,1
2003,Tina Marie,1
1960,Tom,3
1967,Tom,1
1980,Tom,1
1981,Tom,3
1983,Tom,5
1985,Tom,1
1991,Tom,12
1993,Tom,1
1999,Tom,1
2000,Tom,1
2003,Tom,1
2009,Tom,1
2010,Tom,6
2012,Tom,2
2013,Tom,4
2015,Tom,12
2018,Tom,4
1986,Tommy,2
1998,Tommy,2
2000,Tommy,4
1990,Toni,1
2011,Toni,1
1959,Tony,2
1961,Tony,5
1967,Tony,12
1974,Tony,1
1990,Tony,1
1997,Tony,2
2006,Tony,1
2007,Tony,1
2010,Tony,2
2011,Tony,1
2016,Tony,1
2017,Tony,4
2019,Tonya,1
2017,Tory,1
1999,Trace,1
2007,Tracy,1
1960,Travis,7
2016,Travis,2
2018,Travis,1
2010,Tre,1
2010,Trey,1
2013,Trey,1
2004,Trina,1
2005,Trina,1
2014,Trina,1
2017,Trina,1
2004,Trinity,1
2019,Troy,1
2010,Ty,2
2013,Ty,2
2011,Tyler,1
2013,Tyler,1
2018,Tyler,1
2000,Tyra,1
2011,Tyra,1
1969,Tyrone,1
2000,Tyrone,1
2015,Tyrone,1
1998,Tyson,1
2002,Tyson,1
2005,Tyson,1
2013,Tyson,1
2018,Tyson,6
2014,Valencia,1
1976,Valentine,1
2007,Valentine,1
1982,Valerie,6
2002,Van,1
2006,Vanessa,1
1959,Venus,10
1962,Venus,1
1969,Venus,8
1971,Venus,1
1987,Venus,2
2001,Venus,1
2015,Venus,1
2017,Venus,8
1970,Vernon,1
1989,Veronica,16
2003,Veronica,1
1995,Vicki,1
2018,Vickie,1
1970,Victoria,17
1997,Victoria,1
2000,Victoria,1
2014,Victoria,3
2007,Vida,1
1967,Vikki,1
2018,Vincent,1
1971,Virgil,2
2018,Virgil,1
1961,Virginia,1
1962,Virginia,1
1974,Virginia,3
1979,Virginia,1
1996,Virginia,2
1998,Virginia,1
1999,Virginia,4
2004,Virginia,1
2015,Virginia,1
2017,Virginia,3
2012,Vito,1
2017,Vivienne,1
2018,Waldo,1
2000,Walker,1
1970,Walter,1
2009,Walter,1
2000,Wanda,4
2011,Warner,1
1994,Warren,11
2015,Warren,1
1977,Waylon,2
1970,Wayne,1
2000,Wayne,1
2008,Wayne,12
2009,Wayne,6
2010,Wayne,11
2011,Wayne,4
2014,Wayne,1
2016,Wayne,3
2017,Wayne,2
1964,Wendy,10
1975,Wendy,3
2008,Wendy,2
2009,Wendy,4
2016,Weston,3
2018,Weston,1
1999,Whitney,2
2004,Whitney,1
2005,Whitney,2
2013,Whitney,1
2018,Whitney,1
1993,Will,1
1998,Will,4
1999,Will,5
2007,Will,1
2009,Will,2
2014,Will,1
2017,Will,3
1973,William,1
1994,William,1
2015,William,1
2017,William,1
1997,Williams,1
1969,Willie,2
1977,Willie,2
1985,Willie,1
1992,Willie,1
1995,Willie,1
2003,Willie,2
1969,Wilson,1
1986,Wilson,1
1992,Wilson,1
2015,Winnie,1
2017,Winnie,1
1982,Winona,2
1966,Winter,1
1971,Winter,4
1973,Winter,4
1976,Winter,1
1991,Winter,1
2000,Winter,1
2003,Winter,4
2008,Winter,1
2010,Winter,1
2012,Winter,1
2013,Winter,1
2002,Xavier,2
1961,Yvonne,2
2018,Zack,1
